"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"NC","NACCO Industries, Inc.","39.5","273850300.5","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","13.45","505397078.95","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ntp",
"NTEST","NASDAQ TEST STOCK","30.5","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest.c",
"NBHC","National Bank Holdings Corporation","33.56","1017278170.32","n/a","2012","Finance","Major Banks","https://www.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","51.13","4387044909.14","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","54.72","36827870489.28","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","69.11","2870287162.94","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","36.89","14023500760.99","n/a","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","97.45","678877336.65","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","38.79","5969678361.66","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nnn",
"NNN^E","National Retail Properties","24.86","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nnn^e",
"NNN^F","National Retail Properties","23.3038","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nnn^f",
"SID","National Steel Company","2.54","3447117939.38","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","25.71","1293979517.94","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","24.75","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nsa^a",
"NSM","Nationstar Mortgage Holdings Inc.","18.5","1840750000","n/a","2012","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nsm",
"NGS","Natural Gas Services Group, Inc.","25.15","326503889.3","n/a","2002","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","7.49","167396122.18","n/a","2012","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","28.45","348273576.9","n/a","2002","Energy","Coal Mining","https://www.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","1.59","87216341.55","n/a","1993","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","13.65","413976899.7","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/nls",
"NCI","Navigant Consulting, Inc.","20.39","918926304.61","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/nci",
"NVGS","Navigator Holdings Ltd.","12.25","680239584.5","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","0.915","137577560.85","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","1.12","133893056.64","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","15","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","14.6697","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nm^h",
"NAP","Navios Maritime Midstream Partners LP","9.28","194392039.04","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/nap",
"NMM","Navios Maritime Partners LP","2.02","335763834.4","n/a","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","35.31","3484719712.65","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","20.7","0","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/nav^d",
"NCS","NCI Building Systems, Inc.","17.7","1170717789.6","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/ncs",
"NCR","NCR Corporation","34.8","4120320000","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/ncr",
"NP","Neenah, Inc.","80.75","1363302250","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/np",
"NNI","Nelnet, Inc.","54.25","2214061307.5","n/a","2003","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nni",
"NPTN","NeoPhotonics Corporation","7.13","315704934.96","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/nptn",
"NETS","Netshoes (Cayman) Limited","8.3","257515268.8","n/a","2017","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/nets",
"NVRO","Nevro Corp.","88.32","2635207461.12","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvro",
"HYB","New America High Income Fund, Inc. (The)","8.79","205412789.22","n/a","1988","n/a","n/a","https://www.nasdaq.com/symbol/hyb",
"GF","New Germany Fund, Inc. (The)","19.93","317123927.84","n/a","1990","n/a","n/a","https://www.nasdaq.com/symbol/gf",
"NWHM","New Home Company Inc. (The)","11.37","237369636.69","n/a","2014","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","12.42","61873682.76","n/a","1990","n/a","n/a","https://www.nasdaq.com/symbol/irl",
"NEWM","New Media Investment Group Inc.","17.6","936735518.4","n/a","2014","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/newm",
"NMFC","New Mountain Finance Corporation","13.2","1002343227.6","n/a","2011","n/a","n/a","https://www.nasdaq.com/symbol/nmfc",
"EDU","New Oriental Education & Technology Group, Inc.","90.5","14270713682","n/a","2006","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/edu",
"NEWR","New Relic, Inc.","75.75","4199681505","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/newr",
"NRZ","New Residential Investment Corp.","17.22","5788251433.02","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nrz",
"SNR","New Senior Investment Group Inc.","8.03","659655418.07","n/a","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snr",
"NWY","New York & Company, Inc.","2.77","177439532.61","n/a","2004","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/nwy",
"NYCB","New York Community Bancorp, Inc.","14.11","6916923871.77","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/nycb",
"NYCB^A","New York Community Bancorp, Inc.","27.4","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nycb^a",
"NYCB^U","New York Community Bancorp, Inc.","50.25","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nycb^u",
"NYRT","New York REIT, Inc.","22.41","0","n/a","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nyrt",
"NYT","New York Times Company (The)","23.95","3947478876.75","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nyt",
"NWL","Newell Brands Inc.","28.66","13905832000","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/nwl",
"NFX","Newfield Exploration Company","24.27","4847262866.43","n/a","1993","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nfx",
"NJR","NewJersey Resources Corporation","40.05","3508174263.15","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/njr",
"NEU","NewMarket Corporation","413.51","4870793421.93","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/neu",
"NEM","Newmont Mining Corporation","37.39","19955904129.09","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nem",
"NR","Newpark Resources, Inc.","8.85","789584441.85","n/a","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/nr",
"NEXA","Nexa Resources S.A.","19.85","2646412183.05","n/a","2017","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nexa",
"NHF","NexPoint credit Strategies Fund","23.97","545038609.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nhf",
"NXRT","NexPoint Residential Trust, Inc.","25.2","527452077.6","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nxrt",
"NEP","NextEra Energy Partners, LP","40.3","2186315098.5","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","161.04","75816656258.64","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nee",
"NEE^I","NextEra Energy, Inc.","24.72","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^i",
"NEE^J","NextEra Energy, Inc.","24.69","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^j",
"NEE^K","NextEra Energy, Inc.","24.95","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^k",
"NEE^Q","NextEra Energy, Inc.","70.69","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^q",
"NEE^R","NextEra Energy, Inc.","57.1664","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^r",
"NGL","NGL ENERGY PARTNERS LP","11.55","1398516319.2","n/a","2011","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/ngl",
"NGL^B","NGL ENERGY PARTNERS LP","24","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ngl^b",
"NMK^B","Niagara Mohawk Holdings, Inc.","95.5","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","96.5","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nmk^c",
"NLSN","Nielsen N.V.","33.5","11947578087","n/a","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/nlsn",
"NKE","Nike, Inc.","65.91","107231657121.03","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/nke",
"NINE","Nine Energy Service, Inc.","25.56","592592727.24","n/a","2018","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nine",
"NI","NiSource, Inc","23.43","7905535676.61","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni",
"NL","NL Industries, Inc.","8.35","406769281.4","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/nl",
"NOAH","Noah Holdings Ltd.","47.38","2675200641.28","n/a","2010","Finance","Investment Managers","https://www.nasdaq.com/symbol/noah",
"NE","Noble Corporation","4.11","1014250251.87","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ne",
"NBL","Noble Energy Inc.","29.4","14470444564.8","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nbl",
"NBLX","Noble Midstream Partners LP","49.37","1958064853.62","n/a","2016","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/nblx",
"NOK","Nokia Corporation","5.73","32036288852.91","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/nok",
"NOMD","Nomad Foods Limited","16.53","2849031274.17","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/nomd",
"NMR","Nomura Holdings Inc ADR","5.99","20307429959.7","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nmr",
"OSB","Norbord Inc.","36.19","3126891130.44","n/a","n/a","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/osb",
"NAO","Nordic American Offshore Ltd","1.19","73764347.93","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nao",
"NAT","Nordic American Tankers Limited","2.28","232440678.48","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nat",
"JWN","Nordstrom, Inc.","49.32","8236440000","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/jwn",
"NSC","Norfolk Souther Corporation","138.59","39359177768.78","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/nsc",
"NOA","North American Energy Partners, Inc.","5.35","150243782.5","n/a","2006","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/noa",
"NRT","North European Oil Royality Trust","8.4","77200956","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nrt",
"NOC","Northrop Grumman Corporation","338.63","58951278908.55","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/noc",
"NRE","NorthStar Realty Europe Corp.","12.6","698170624.2","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nre",
"NWN","Northwest Natural Gas Company","57","1638837096","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","51.9","2564211778.2","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nwe",
"NCLH","Norwegian Cruise Line Holdings Ltd.","56.12","12832552575.96","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nclh",
"NVS","Novartis AG","82.06","190170480307.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvs",
"NVO","Novo Nordisk A/S","50.44","122737652097.32","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvo",
"DNOW","NOW Inc.","10.43","1126757468.34","n/a","2014","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/dnow",
"NRG","NRG Energy, Inc.","30.3","9624428885.1","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nrg",
"NYLD","NRG Yield, Inc.","17","3141502573","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nyld",
"NYLD.A","NRG Yield, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nyld.a",
"DCM","NTT DOCOMO, Inc","26.03","94084097396.39","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dcm",
"NUS","Nu Skin Enterprises, Inc.","74.25","4030778787.75","n/a","1996","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/nus",
"NUE","Nucor Corporation","66.59","21171408249.09","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/nue",
"NS","Nustar Energy L.P.","21.95","2045345558.5","n/a","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/ns",
"NS^A","Nustar Energy L.P.","23.15","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ns^a",
"NS^B","Nustar Energy L.P.","21.62","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ns^b",
"NS^C","Nustar Energy L.P.","23.68","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ns^c",
"NSH","Nustar GP Holdings, LLC","12.1","519732897.2","n/a","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/nsh",
"NSS","NuStar Logistics, L.P.","25.54","0","n/a","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/nss",
"NTR","Nutrien Ltd.","49.57","31932918306.61","n/a","2018","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/ntr",
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund","7.5199","98931962.3179","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/jmlp",
"NVG","Nuveen AMT-Free Municipal Credit Income Fund","14.4","2916761688","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/nvg",
"NUV","Nuveen AMT-Free Municipal Value Fund","9.38","1940491711.62","n/a","1987","n/a","n/a","https://www.nasdaq.com/symbol/nuv",
"NUW","Nuveen AMT-Free Municipal Value Fund","15.86","239124899.52","n/a","2009","n/a","n/a","https://www.nasdaq.com/symbol/nuw",
"NEA","Nuveen AMT-Free Quality Municipal Income Fund","12.93","3397698166.71","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/nea",
"NAZ","Nuveen Arizona Quality Municipal Income Fund","13.8861","162326273.3379","n/a","1992","n/a","n/a","https://www.nasdaq.com/symbol/naz",
"NBB","Nuveen Build America Bond Fund","20.25","535855196.25","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/nbb",
"NBD","Nuveen Build America Bond Opportunity Fund","21.795","157038423.75","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/nbd",
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","13.67","652747065.78","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/nkx",
"NCB","Nuveen California Municipal Value Fund 2","15.58","51353144.52","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ncb",
"NCA","Nuveen California Municipal Value Fund, Inc.","9.4","263602658.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nca",
"NAC","Nuveen California Quality Municipal Income Fund","13.54","1964722498.86","n/a","1999","n/a","n/a","https://www.nasdaq.com/symbol/nac",
"NTC","Nuveen Connecticut Quality Municipal Income Fund","11.49","166995384.24","n/a","1993","n/a","n/a","https://www.nasdaq.com/symbol/ntc",
"JCE","Nuveen Core Equity Alpha Fund","14.76","236480085.36","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/jce",
